# Simulation 3 (Up to date),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# 698 data points written for 54 variables.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral a c celeration (m/s²),L atitude (°),L ongitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
14.835,320.98,-27.439,-7.2703,27.455,7.4344,1.6857,0.021169,1.6858,0.71947,0.93676,1.5536,28.61,-80.6,9.7912,1.7197,4.08E-06,-27.684,0.0022931,227.49,0,0.011396,3.23E-04,60.162,45.5,2.9323,0.080957,1267355,0,0.57496,0.6484,0.65397,0.21141,0.31614,0.12085,0.40023,1.2136,-2.11E-04,0,0,0,0,-0.039541,0.0035166,5,19.635,-89.764,0.74289,NaN,12.914,975.6,339.12,0.014912,0.15857
14.85,320.57,-27.547,-7.2314,27.562,7.4642,1.6995,0.021348,1.6996,0.71969,0.91131,1.8499,28.61,-80.6,9.7912,2.0403,3.95E-06,-23.313,0.0016636,227.49,0,0.011396,3.23E-04,60.075,45.5,2.915,0.081273,1272346,0,0.58129,0.64827,0.656,0.21125,0.31616,0.12086,0.47749,1.4195,-2.09E-04,0,0,0,0,-0.027824,0.0035303,5,19.635,-89.855,-179.26,NaN,12.916,975.65,339.13,0.01265,0.15871
14.863,320.22,-27.638,-7.1985,27.652,7.485,1.7109,0.021497,1.711,0.71987,0.88659,2.0513,28.61,-80.6,9.7912,2.2515,4.14E-06,-19.1,0.0014476,227.49,0,0.011396,3.23E-04,60.019,45.5,2.9037,0.081539,1276555,0,0.58645,0.64816,0.65749,0.21111,0.31618,0.12086,0.52885,1.5545,-2.51E-04,0,0,0,0,-0.018553,0.0035418,5,19.635,-89.586,-179.26,NaN,12.919,975.69,339.13,0.011475,0.15886
14.874,319.9,-27.721,-7.1705,27.734,7.4973,1.7209,0.021627,1.721,0.72003,0.86221,2.1895,28.61,-80.6,9.7912,2.3914,4.23E-06,-14.968,0.00134,227.49,0,0.011396,3.23E-04,59.981,45.5,2.8962,0.08178,1280356,0,0.59086,0.64806,0.65852,0.21099,0.3162,0.12087,0.56307,1.6418,1.60E-05,0,0,0,0,-0.011328,0.0035522,5,19.635,-89.39,-179.26,NaN,12.921,975.73,339.13,0.010801,0.159
14.885,319.6,-27.798,-7.147,27.81,7.5013,1.7301,0.021747,1.7302,0.72017,0.83805,2.278,28.61,-80.6,9.7912,2.4765,4.13E-06,-10.886,0.0014148,227.49,0,0.011396,3.23E-04,59.959,45.5,2.8917,0.082005,1283920,0,0.59471,0.64797,0.65914,0.21088,0.31622,0.12087,0.58395,1.6947,1.80E-05,0,0,0,0,-0.0059587,0.003562,5,19.635,-89.25,-179.26,NaN,12.923,975.77,339.13,0.010406,0.15914
14.896,319.31,-27.872,-7.1277,27.884,7.4969,1.7387,0.021859,1.7388,0.7203,0.81407,2.3236,28.61,-80.6,9.7912,2.515,4.06E-06,-6.8436,9.52E-04,227.49,0,0.011396,3.23E-04,59.949,45.5,2.8897,0.082222,1287344,0,0.59809,0.64788,0.65938,0.21077,0.31623,0.12088,0.59342,1.7175,1.10E-04,0,0,0,0,-0.0023425,0.0035713,5,19.635,-89.158,-179.26,NaN,12.924,975.8,339.13,0.010214,0.15928
14.906,319.02,-27.945,-7.1124,27.956,7.4843,1.7469,0.021966,1.747,0.72043,0.79027,2.3298,28.61,-80.6,9.7912,2.5113,3.97E-06,-2.8337,9.97E-04,227.49,0,0.011396,3.23E-04,59.95,45.5,2.8899,0.082434,1290698,0,0.60109,0.64779,0.65926,0.21066,0.31625,0.12088,0.59252,1.7131,-2.53E-05,0,0,0,0,-4.00E-04,0.0035805,5,19.635,-89.109,-179.26,NaN,12.926,975.83,339.13,0.010187,0.15942
14.916,318.74,-28.017,-7.1008,28.028,7.4634,1.7548,0.022069,1.7549,0.72055,0.76667,2.298,28.61,-80.6,9.7912,2.4674,4.05E-06,1.145,0.0011875,227.49,0,0.011396,3.23E-04,59.961,45.5,2.8923,0.082645,1294038,0,0.60377,0.64771,0.6588,0.21056,0.31626,0.12089,0.58174,1.6828,1.76E-04,0,0,0,0,6.49E-05,0.0035896,5,19.635,-89.1,-179.26,NaN,12.928,975.87,339.13,0.010317,0.15956
14.926,318.45,-28.09,-7.0925,28.1,7.4343,1.7626,0.022171,1.7627,0.72067,0.74329,2.2281,28.61,-80.6,9.7912,2.3834,3.94E-06,5.0905,0.0012606,227.49,0,0.011396,3.23E-04,59.984,45.5,2.8967,0.082859,1297418,0,0.60619,0.64762,0.65801,0.21045,0.31628,0.12089,0.56112,1.6242,-3.04E-04,0,0,0,0,0.0012762,0.0035989,5,19.635,-89.132,-179.26,NaN,12.93,975.9,339.13,0.010634,0.15971
14.937,318.15,-28.166,-7.0872,28.175,7.397,1.7704,0.022273,1.7705,0.72078,0.72015,2.1181,28.61,-80.6,9.7912,2.2572,3.88E-06,8.9975,0.0010781,227.49,0,0.011396,3.23E-04,60.017,45.5,2.9034,0.083079,1300901,0,0.60841,0.64753,0.6569,0.21034,0.3163,0.1209,0.53027,1.5354,-4.31E-04,0,0,0,0,0.0039658,0.0036084,5,19.635,-89.207,-179.26,NaN,12.932,975.94,339.14,0.011189,0.15985
14.948,317.84,-28.245,-7.0844,28.254,7.3515,1.7783,0.022376,1.7784,0.7209,0.69728,1.9636,28.61,-80.6,9.7912,2.0842,3.91E-06,12.856,5.51E-04,227.49,0,0.011396,3.23E-04,60.064,45.5,2.9127,0.083311,1304566,0,0.61051,0.64744,0.65548,0.21022,0.31631,0.1209,0.48817,1.4135,-4.76E-05,0,0,0,0,0.0080513,0.0036184,5,19.635,-89.33,-179.27,NaN,12.934,975.97,339.14,0.012086,0.15999
14.96,317.49,-28.331,-7.0832,28.339,7.2977,1.7866,0.022484,1.7867,0.72103,0.67476,1.7565,28.61,-80.6,9.7912,1.8557,3.98E-06,16.647,3.49E-04,227.49,0,0.011396,3.23E-04,60.125,45.5,2.925,0.083561,1308529,0,0.61261,0.64734,0.65378,0.2101,0.31633,0.12091,0.43294,1.2534,2.33E-04,0,0,0,0,0.013419,0.0036293,5,19.635,-89.509,-179.27,NaN,12.936,976.01,339.14,0.013548,0.16013
14.974,317.11,-28.427,-7.082,28.434,7.2355,1.7956,0.022601,1.7957,0.72116,0.65277,1.4823,28.61,-80.6,9.7912,1.5556,4.06E-06,20.329,-6.03E-05,227.49,0,0.011396,3.23E-04,60.207,45.5,2.9414,0.083842,1312974,0,0.61491,0.64723,0.65181,0.20996,0.31635,0.12091,0.36104,1.042,1.78E-05,0,0,0,0,0.019878,0.0036414,5,19.635,-89.76,-179.28,NaN,12.939,976.06,339.14,0.016186,0.16027
14.99,316.65,-28.541,-7.0778,28.548,7.1642,1.806,0.022737,1.8061,0.72131,0.63174,1.1094,28.61,-80.6,9.7912,1.1495,4.34E-06,23.807,-5.87E-05,227.49,0,0.011396,3.23E-04,60.319,45.5,2.9638,0.084178,1318291,0,0.61782,0.6471,0.64964,0.2098,0.31638,0.12092,0.2649,0.75789,1.08E-04,0,0,0,0,0.027045,0.003656,5,19.635,-89.882,0.79222,NaN,12.942,976.11,339.14,0.022076,0.16041
15.012,316.02,-28.697,-7.0611,28.704,7.0827,1.8197,0.022916,1.8198,0.72151,0.61333,0.55309,28.61,-80.6,9.7912,0.54409,4.10E-06,26.724,-0.0015375,227.49,0,0.011396,3.23E-04,60.49,45.5,2.9979,0.084636,1325546,0,0.62256,0.64692,0.6475,0.20957,0.31641,0.12093,0.12405,0.33825,-2.00E-04,0,0,0,0,0.033708,0.0036759,5,19.635,-89.32,0.75081,NaN,12.946,976.19,339.14,0.033114,0.16055
15.045,315.06,-28.93,-7.0032,28.937,7.0093,1.8398,0.023179,1.84,0.7218,0.60912,0.29341,28.61,-80.6,9.7912,0.37536,4.18E-06,-26.88,-0.0013701,227.49,0,0.011396,3.23E-04,60.538,45.5,3.0075,0.085322,1336399,0,0.6322,0.64665,0.64693,0.20924,0.31646,0.12095,0.085328,0.29053,1.10E-04,0,0,0,0,-0.033556,0.0037057,5,19.635,-88.418,0.74511,NaN,12.952,976.3,339.15,0.04967,0.16069
15.095,313.62,-29.275,-6.8618,29.282,6.9954,1.8709,0.023585,1.8711,0.72223,0.6519,1.3607,28.61,-80.6,9.7912,1.4669,9.82E-06,-18.414,-2.99E-04,227.49,0,0.011396,3.23E-04,60.232,45.5,2.9463,0.086339,1352503,0,0.65089,0.64626,0.65034,0.20875,0.31654,0.12097,0.33995,1.0169,-2.17E-04,0,0,0,0,-0.015378,0.00375,5,19.635,-87.257,0.74262,NaN,12.961,976.47,339.15,0.015635,0.16083
15.11,313.16,-29.382,-6.8173,29.389,6.9989,1.8813,0.02372,1.8815,0.72237,0.67501,1.584,28.61,-80.6,9.7912,1.6815,9.70E-06,-14.107,-3.99E-04,227.49,0,0.011396,3.23E-04,60.173,45.5,2.9346,0.086655,1357514,0,0.65683,0.64614,0.65146,0.2086,0.31656,0.12098,0.39114,1.1569,1.63E-04,0,0,0,0,-0.0089595,0.0037638,5,19.635,-87.002,0.74241,NaN,12.964,976.52,339.16,0.013642,0.16097
15.124,312.76,-29.475,-6.7834,29.483,6.9977,1.8907,0.023842,1.8908,0.72249,0.6976,1.7185,28.61,-80.6,9.7912,1.8061,9.64E-06,-9.9429,-0.0010405,227.49,0,0.011396,3.23E-04,60.139,45.5,2.9278,0.08693,1361865,0,0.66172,0.64604,0.65214,0.20848,0.31658,0.12098,0.42105,1.237,2.90E-04,0,0,0,0,-0.0044229,0.0037758,5,19.635,-86.838,0.7424,NaN,12.967,976.57,339.16,0.012677,0.16111
15.137,312.38,-29.56,-6.7575,29.569,6.9903,1.8997,0.023959,1.8998,0.7226,0.71989,1.7891,28.61,-80.6,9.7912,1.8672,9.73E-06,-5.8582,-2.59E-04,227.49,0,0.011396,3.23E-04,60.123,45.5,2.9245,0.087184,1365893,0,0.66594,0.64595,0.65245,0.20836,0.3166,0.12099,0.43575,1.276,-1.87E-04,0,0,0,0,-0.0015264,0.0037869,5,19.635,-86.738,0.74249,NaN,12.97,976.61,339.16,0.012217,0.16125
15.149,312.02,-29.643,-6.7385,29.652,6.9762,1.9086,0.024076,1.9087,0.72271,0.7419,1.8058,28.61,-80.6,9.7912,1.8755,9.77E-06,-1.8316,-9.25E-04,227.49,0,0.011396,3.23E-04,60.121,45.5,2.9241,0.087428,1369765,0,0.66967,0.64586,0.65241,0.20824,0.31662,0.12099,0.43777,1.2806,-4.38E-04,0,0,0,0,-1.48E-04,0.0037975,5,19.635,-86.691,0.74256,NaN,12.972,976.66,339.16,0.012105,0.16139
15.161,311.66,-29.724,-6.7256,29.734,6.9553,1.9177,0.024194,1.9179,0.72282,0.76361,1.7726,28.61,-80.6,9.7912,1.8357,9.74E-06,2.1441,-0.0014417,227.49,0,0.011396,3.23E-04,60.132,45.5,2.9263,0.087669,1373592,0,0.67303,0.64577,0.65206,0.20813,0.31664,0.121,0.42817,1.2523,-1.05E-04,0,0,0,0,2.02E-04,0.0038081,5,19.635,-86.693,0.74276,NaN,12.974,976.7,339.16,0.012309,0.16153
15.173,311.3,-29.807,-6.7184,29.817,6.9276,1.9272,0.024318,1.9274,0.72294,0.78496,1.6896,28.61,-80.6,9.7912,1.748,9.85E-06,6.0668,-0.0017033,227.49,0,0.011396,3.23E-04,60.155,45.5,2.931,0.087915,1377479,0,0.67615,0.64568,0.6514,0.20801,0.31666,0.121,0.40711,1.192,1.46E-04,0,0,0,0,0.0016099,0.0038188,5,19.635,-86.743,0.7431,NaN,12.977,976.74,339.16,0.01286,0.16167
15.186,310.91,-29.893,-6.7161,29.904,6.8933,1.9375,0.024452,1.9376,0.72306,0.80587,1.553,28.61,-80.6,9.7912,1.6092,9.82E-06,9.9234,-0.0021651,227.49,0,0.011396,3.23E-04,60.193,45.5,2.9386,0.08817,1381536,0,0.67914,0.64558,0.65046,0.2079,0.31668,0.12101,0.37388,1.0949,-2.20E-04,0,0,0,0,0.0042823,0.0038299,5,19.635,-86.847,0.74361,NaN,12.979,976.79,339.16,0.013919,0.16181
15.2,310.49,-29.987,-6.718,29.998,6.853,1.9488,0.024599,1.949,0.72319,0.82615,1.3537,28.61,-80.6,9.7912,1.4104,1.00E-05,13.69,-0.0017292,227.49,0,0.011396,3.23E-04,60.248,45.5,2.9495,0.088447,1385925,0,0.68219,0.64548,0.64926,0.20777,0.3167,0.12102,0.32656,0.95547,1.11E-04,0,0,0,0,0.0080986,0.003842,5,19.635,-87.011,0.7442,NaN,12.982,976.83,339.17,0.015849,0.16195
15.216,310.02,-30.093,-6.723,30.105,6.808,1.9621,0.024772,1.9622,0.72334,0.84545,1.0723,28.61,-80.6,9.7912,1.1326,1.02E-05,17.305,-0.0016764,227.49,0,0.011396,3.23E-04,60.325,45.5,2.9649,0.088762,1390921,0,0.68558,0.64537,0.64783,0.20762,0.31672,0.12102,0.26097,0.76071,-3.29E-04,0,0,0,0,0.01285,0.0038557,5,19.635,-87.258,0.74487,NaN,12.985,976.89,339.17,0.019765,0.16209
15.236,309.42,-30.226,-6.7283,30.239,6.7608,1.979,0.024992,1.9791,0.72353,0.86267,0.66205,28.61,-80.6,9.7912,0.73012,1.04E-05,20.597,-0.0019309,227.49,0,0.011396,3.23E-04,60.438,45.5,2.9875,0.089155,1397149,0,0.69004,0.64523,0.64627,0.20744,0.31675,0.12103,0.16704,0.48142,-4.26E-04,0,0,0,0,0.018042,0.0038728,5,19.635,-87.635,0.74559,NaN,12.989,976.96,339.17,0.029647,0.16223
15.265,308.52,-30.426,-6.7225,30.438,6.7225,2.0047,0.025327,2.0049,0.72381,0.8724,0.0096463,28.61,-80.6,9.7912,0.072821,1.05E-05,22.64,-0.0049365,227.49,0,0.011396,3.23E-04,60.626,45.5,3.0251,0.089742,1406474,0,0.6979,0.64502,0.64503,0.20718,0.3168,0.12105,0.016467,0.028141,4.86E-04,0,0,0,0,0.021514,0.0038984,5,19.635,-88.285,0.74618,NaN,12.995,977.07,339.17,0.044471,0.16238
15.31,307.16,-30.724,-6.6704,30.736,6.7384,2.0432,0.025827,2.0433,0.72422,0.8503,0.95431,28.61,-80.6,9.7912,0.82474,1.10E-05,-19.094,0.0012506,227.49,0,0.011396,3.23E-04,60.411,45.5,2.9822,0.090617,1420362,0,0.7128,0.64471,0.64603,0.20678,0.31686,0.12107,0.18901,0.57904,3.93E-05,0,0,0,0,-0.015008,0.0039364,5,19.635,-89.239,0.75432,NaN,13.003,977.22,339.18,0.024905,0.16252
15.335,306.4,-30.889,-6.6263,30.9,6.7624,2.064,0.026099,2.0642,0.72444,0.82132,1.3498,28.61,-80.6,9.7912,1.1806,1.05E-05,-14.198,0.0013436,227.49,0,0.011396,3.23E-04,60.312,45.5,2.9623,0.091102,1428062,0,0.72183,0.64455,0.64721,0.20657,0.3169,0.12108,0.27226,0.81436,-2.12E-04,0,0,0,0,-0.0082097,0.0039575,5,19.635,-89.657,0.7797,NaN,13.008,977.31,339.18,0.017519,0.16266
15.352,305.85,-31.005,-6.5948,31.015,6.7709,2.0782,0.026283,2.0784,0.72459,0.79594,1.5339,28.61,-80.6,9.7912,1.3399,1.05E-05,-9.8992,0.0018401,227.49,0,0.011396,3.23E-04,60.268,45.5,2.9535,0.091441,1433443,0,0.72797,0.64443,0.64784,0.20642,0.31692,0.12109,0.30987,0.91874,6.10E-05,0,0,0,0,-0.0039615,0.0039722,5,19.635,-89.869,0.86252,NaN,13.012,977.38,339.18,0.015413,0.1628
15.368,305.38,-31.107,-6.5693,31.116,6.7664,2.0903,0.026441,2.0904,0.72472,0.77153,1.6212,28.61,-80.6,9.7912,1.4112,1.06E-05,-5.7684,0.0018748,227.49,0,0.011396,3.23E-04,60.248,45.5,2.9496,0.091738,1438156,0,0.73303,0.64433,0.6481,0.20629,0.31695,0.12109,0.32677,0.96562,2.96E-04,0,0,0,0,-0.0013365,0.003985,5,19.635,-89.99,2.6233,NaN,13.015,977.43,339.19,0.014569,0.16294
15.382,304.92,-31.202,-6.5482,31.211,6.7495,2.1013,0.026585,2.1015,0.72484,0.74772,1.6361,28.61,-80.6,9.7912,1.4179,1.04E-05,-1.7368,0.0020194,227.49,0,0.011396,3.23E-04,60.247,45.5,2.9493,0.092017,1442596,0,0.73748,0.64423,0.64804,0.20616,0.31697,0.1211,0.32836,0.96813,-2.82E-04,0,0,0,0,-1.20E-04,0.0039971,5,19.635,-89.955,-179.7,NaN,13.018,977.49,339.19,0.014442,0.16316
15.397,304.47,-31.297,-6.5305,31.305,6.7203,2.112,0.026724,2.1121,0.72495,0.72438,1.586,28.61,-80.6,9.7912,1.3674,1.04E-05,2.2184,0.0027181,227.49,0,0.011396,3.23E-04,60.26,45.5,2.952,0.092293,1446987,0,0.74155,0.64414,0.64769,0.20604,0.31699,0.12111,0.3164,0.93354,4.52E-04,0,0,0,0,1.95E-04,0.0040091,5,19.635,-89.959,-179.79,NaN,13.021,977.54,339.19,0.014887,0.16342
15.412,304,-31.394,-6.515,31.402,6.6788,2.1226,0.026862,2.1227,0.72506,0.70155,1.4702,28.61,-80.6,9.7912,1.2595,1.03E-05,6.0835,0.0034505,227.49,0,0.011396,3.23E-04,60.29,45.5,2.958,0.092578,1451503,0,0.74545,0.64404,0.64707,0.20592,0.31701,0.12111,0.29088,0.85933,4.08E-04,0,0,0,0,0.0014596,0.0040214,5,19.635,-89.979,1.8929,NaN,13.024,977.6,339.19,0.016073,0.16357
15.428,303.5,-31.498,-6.5003,31.506,6.625,2.1337,0.027007,2.1338,0.72518,0.67937,1.2797,28.61,-80.6,9.7912,1.0863,1.03E-05,9.8293,0.0044278,227.49,0,0.011396,3.23E-04,60.338,45.5,2.9676,0.092884,1456373,0,0.74944,0.64394,0.64621,0.20579,0.31703,0.12112,0.25013,0.73837,-4.37E-04,0,0,0,0,0.0037852,0.0040347,5,19.635,-89.851,0.91258,NaN,13.027,977.65,339.19,0.018581,0.16368
15.446,302.91,-31.619,-6.4833,31.626,6.5585,2.1461,0.027169,2.1463,0.72532,0.65818,0.98996,28.61,-80.6,9.7912,0.8262,1.03E-05,13.37,0.0064212,227.49,0,0.011396,3.23E-04,60.411,45.5,2.9822,0.093237,1461995,0,0.75397,0.64382,0.64515,0.20563,0.31706,0.12113,0.18937,0.55738,4.53E-04,0,0,0,0,0.0069505,0.0040501,5,19.635,-89.634,0.81608,NaN,13.031,977.72,339.2,0.024427,0.1638
15.471,302.14,-31.777,-6.4561,31.783,6.4781,2.1619,0.027376,2.1621,0.7255,0.63945,0.5334,28.61,-80.6,9.7912,0.41895,1.02E-05,16.395,0.013588,227.49,0,0.011396,3.23E-04,60.527,45.5,3.0053,0.093701,1469372,0,0.76023,0.64367,0.64402,0.20543,0.3171,0.12114,0.095337,0.27653,3.77E-06,0,0,0,0,0.010348,0.0040702,5,19.635,-89.266,0.78096,NaN,13.036,977.81,339.2,0.03664,0.16391
15.507,300.97,-32.012,-6.3965,32.019,6.3994,2.1851,0.027681,2.1853,0.72578,0.6333,0.1938,28.61,-80.6,9.7913,0.22621,1.04E-05,-16.972,0.022982,227.49,0,0.011396,3.23E-04,60.582,45.5,3.0164,0.094394,1480390,0,0.77105,0.64345,0.64355,0.20514,0.31715,0.12116,0.051301,0.16561,2.62E-05,0,0,0,0,-0.010926,0.0041003,5,19.635,-88.64,0.76014,NaN,13.044,977.95,339.2,0.05,0.16402
15.557,299.36,-32.33,-6.2896,32.337,6.3667,2.2174,0.028105,2.2176,0.72615,0.66449,0.98791,28.61,-80.6,9.7913,0.90021,9.39E-06,-10.656,0.0061837,227.49,0,0.011396,3.23E-04,60.391,45.5,2.9782,0.095329,1495272,0,0.78798,0.64315,0.64471,0.20474,0.31722,0.12118,0.20662,0.61949,-1.33E-05,0,0,0,0,-0.0042228,0.0041411,5,19.635,-87.922,0.74601,NaN,13.054,978.14,339.21,0.021015,0.16414
15.578,298.68,-32.461,-6.2482,32.469,6.3562,2.2316,0.028291,2.2318,0.72631,0.68733,1.1668,28.61,-80.6,9.7913,1.0439,8.99E-06,-6.294,0.0050238,227.49,0,0.011396,3.23E-04,60.351,45.5,2.9701,0.095718,1501465,0,0.79498,0.64302,0.64512,0.20458,0.31725,0.12119,0.24021,0.71515,-1.07E-04,0,0,0,0,-0.0014613,0.004158,5,19.635,-87.743,0.74223,NaN,13.059,978.22,339.21,0.018055,0.16425
15.596,298.09,-32.574,-6.2192,32.582,6.3386,2.2442,0.028456,2.2444,0.72645,0.70906,1.2248,28.61,-80.6,9.7913,1.0867,8.93E-06,-2.179,0.005405,227.49,0,0.011396,3.23E-04,60.339,45.5,2.9678,0.09605,1506760,0,0.80065,0.64292,0.64518,0.20444,0.31728,0.1212,0.25024,0.74291,4.00E-04,0,0,0,0,-1.74E-04,0.0041725,5,19.635,-87.666,0.73953,NaN,13.062,978.29,339.21,0.017259,0.16436
15.614,297.53,-32.681,-6.198,32.689,6.3121,2.2566,0.028619,2.2568,0.72658,0.73006,1.1948,28.61,-80.6,9.7913,1.0571,8.70E-06,1.7999,0.0046277,227.49,0,0.011396,3.23E-04,60.347,45.5,2.9694,0.096367,1511802,0,0.80572,0.64282,0.64496,0.20431,0.3173,0.12121,0.24331,0.72272,4.71E-04,0,0,0,0,1.18E-04,0.0041863,5,19.635,-87.663,0.73739,NaN,13.066,978.35,339.22,0.017623,0.16448
15.631,296.95,-32.79,-6.1827,32.799,6.2766,2.2697,0.028789,2.2699,0.72671,0.75023,1.0816,28.61,-80.6,9.7913,0.96003,8.94E-06,5.6456,0.0047307,227.49,0,0.011396,3.23E-04,60.374,45.5,2.9749,0.096689,1516937,0,0.81058,0.64272,0.64449,0.20418,0.31733,0.12122,0.22059,0.65556,2.11E-04,0,0,0,0,0.0011522,0.0042004,5,19.635,-87.729,0.73588,NaN,13.07,978.42,339.22,0.019298,0.16459
15.651,296.32,-32.909,-6.171,32.918,6.2326,2.2844,0.028981,2.2845,0.72685,0.76923,0.87366,28.61,-80.6,9.7913,0.78626,8.99E-06,9.3105,0.0061074,227.49,0,0.011396,3.23E-04,60.423,45.5,2.9846,0.097041,1522545,0,0.81569,0.64261,0.64381,0.20403,0.31735,0.12122,0.18011,0.53482,-2.99E-04,0,0,0,0,0.0031109,0.0042157,5,19.635,-87.875,0.73448,NaN,13.074,978.5,339.22,0.023482,0.16471
15.674,295.54,-33.054,-6.1594,33.063,6.1822,2.3026,0.029219,2.3028,0.72701,0.78587,0.53058,28.61,-80.6,9.7913,0.50305,9.44E-06,12.616,0.010939,227.49,0,0.011396,3.23E-04,60.504,45.5,3.0007,0.097468,1529351,0,0.82189,0.64248,0.64297,0.20386,0.31739,0.12123,0.11466,0.3383,-6.24E-05,0,0,0,0,0.0056624,0.0042344,5,19.635,-88.135,0.73267,NaN,13.079,978.59,339.22,0.035223,0.16483
15.709,294.38,-33.271,-6.1353,33.28,6.1357,2.3305,0.029582,2.3307,0.72724,0.79404,0.072707,28.61,-80.6,9.7913,0.0084218,8.90E-06,14.534,0.60113,227.49,0,0.011396,3.23E-04,60.646,45.5,3.0292,0.098105,1539517,0,0.8319,0.64228,0.64228,0.2036,0.31743,0.12125,0.0019027,-0.0014146,2.25E-04,0,0,0,0,0.0074172,0.0042621,5,19.635,-88.624,0.73097,NaN,13.087,978.72,339.23,0.05,0.16495
15.759,292.7,-33.576,-6.0743,33.585,6.1318,2.3698,0.030092,2.37,0.72753,0.77017,0.83765,28.61,-80.6,9.7913,0.60084,1.18E-05,-10.875,0.0083649,227.49,0,0.011396,3.23E-04,60.476,45.5,2.9952,0.099002,1553818,0,0.84792,0.64202,0.64272,0.20324,0.3175,0.12127,0.13719,0.41483,-3.19E-04,0,0,0,0,-0.0040777,0.0043011,5,19.635,-89.287,0.7419,NaN,13.097,978.92,339.24,0.029074,0.16506
15.788,291.73,-33.752,-6.0313,33.76,6.1299,2.3918,0.030378,2.392,0.72769,0.74163,1.095,28.61,-80.6,9.7913,0.796,1.11E-05,-6.1374,0.0066599,227.49,0,0.011396,3.23E-04,60.421,45.5,2.9842,0.099517,1562049,0,0.85737,0.64186,0.64309,0.20303,0.31754,0.12129,0.18239,0.54526,4.62E-04,0,0,0,0,-0.0012852,0.0043235,5,19.635,-89.537,0.76944,NaN,13.104,979.04,339.24,0.021888,0.16517
15.81,290.99,-33.884,-6.0003,33.891,6.1106,2.4077,0.030586,2.4079,0.7278,0.71678,1.1559,28.61,-80.6,9.7913,0.83838,1.13E-05,-1.9804,0.0062396,227.49,0,0.011396,3.23E-04,60.409,45.5,2.9818,0.099903,1568207,0,0.86413,0.64175,0.64311,0.20288,0.31757,0.1213,0.19224,0.57311,2.33E-04,0,0,0,0,-1.33E-04,0.0043402,5,19.635,-89.627,0.80119,NaN,13.109,979.12,339.24,0.020662,0.16529
15.831,290.28,-34.007,-5.9735,34.015,6.0746,2.4223,0.030775,2.4225,0.72791,0.69326,1.1034,28.61,-80.6,9.7913,0.79426,1.13E-05,1.9597,0.0043055,227.49,0,0.011396,3.23E-04,60.422,45.5,2.9843,0.10027,1573994,0,0.87015,0.64164,0.64287,0.20273,0.3176,0.12131,0.18199,0.54281,-2.03E-04,0,0,0,0,1.29E-04,0.0043559,5,19.635,-89.626,0.81697,NaN,13.113,979.2,339.25,0.021657,0.1654
15.853,289.55,-34.137,-5.9473,34.143,6.0216,2.4371,0.030968,2.4372,0.72803,0.67093,0.94265,28.61,-80.6,9.7913,0.66849,1.11E-05,5.6866,0.0052382,227.49,0,0.011396,3.23E-04,60.457,45.5,2.9914,0.10064,1.58E+06,0,0.87618,0.64153,0.6424,0.20259,0.31763,0.12132,0.15283,0.45622,-2.59E-04,0,0,0,0,0.0010787,0.0043724,5,19.635,-89.543,0.8106,NaN,13.118,979.29,339.25,0.025572,0.16552
15.878,288.67,-34.288,-5.9162,34.294,5.951,2.4539,0.031188,2.4541,0.72816,0.65045,0.64297,28.61,-80.6,9.7913,0.43812,1.19E-05,9.0388,0.0088764,227.49,0,0.011396,3.23E-04,60.523,45.5,3.0045,0.10109,1587148,0,0.88318,0.64141,0.64178,0.20241,0.31767,0.12133,0.099757,0.29677,-1.45E-04,0,0,0,0,0.0027014,0.0043917,5,19.635,-89.351,0.79248,NaN,13.124,979.39,339.25,0.038358,0.16563
